sampleID	parental_investment_proj	band	species	location	site	nest	year	age	sex	experiment	treatment	capture_date	cap_doy	cap_num	age	mass	bhead	fwing	sseries_type	cort1_raw	cort1_correct	glucose1	buty	cort2_raw	cort2_correct	glucose2	inject1_type	inject1_dose	inject2_type	inject2_dose	cort3_raw	cort3_correct	glucose3	fate	micro_nb	blood_nb	bolus_nb	lifetag_nb	Notes
	no	281128782	TRES	Ithaca	Unit_2	50	2019	Nestling	Unknown			7/8/19	189		15	19.5			A30								Cortro				42.06	44.49	235	Fledged	M19N399	190903			
	no	281128811	TRES	Ithaca	Unit_2	75	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/20/19	171		15	18			A30								Cortro				29.05	30.73	175	Fledged	M19N314	190652			
	no	281128812	TRES	Ithaca	Unit_2	75	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/20/19	171		15	7.5			A30								Cortro							Died	M19N315				
	no	281128813	TRES	Ithaca	Unit_2	75	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/20/19	171		15	16.25			A30								Cortro				14.22	15.04	172	Fledged	M19N316	190653			
P19N168	no	281128710	TRES	Ithaca	Unit_2	111	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/9/19	160		15	19			A30								Cortro	5.5			25.84	27.33	199	Died	M19N199	190218			
P19N169	no	281128711	TRES	Ithaca	Unit_2	111	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/9/19	160		15	17			A30								Cortro	5.5			39.73	42.02	247	Died	M19N200	190219			
P19N170	no	281128712	TRES	Ithaca	Unit_2	111	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/9/19	160		15	18.5			A30								Cortro	5.5			18.42	19.48	226	Died	M19N201	190220			
P19N171	no	281128713	TRES	Ithaca	Unit_2	111	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/9/19	160		15	15.5			A30								Cortro	5.5			15.56	16.46	198	Died	M19N202	190221			
P19N233	no	281128716	TRES	Ithaca	Unit_2	35	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	6/13/19	164		15	17			A30								Cortro				39.97	42.28	273	Fledged	M19N231	190327			
P19N234	no	281128719	TRES	Ithaca	Unit_2	35	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	6/13/19	164		15	14			A30								Cortro				31.49	33.31	215	Died		190329			
P19N235	no	278172168	TRES	Ithaca	Unit_2	35	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	6/13/19	164		15	16			A30								Cortro				16.99	17.97	276	Fledged	M19N232	190330			
P19N236	no	281128720	TRES	Ithaca	Unit_2	103	2019	Nestling	Unknown	Color_Stressor	Control_Control	6/13/19	164		15	16.5			A30								Cortro				30.72	32.49	256	Fledged	M19N233	190331			
P19N237	no	281128721	TRES	Ithaca	Unit_2	103	2019	Nestling	Unknown	Color_Stressor	Control_Control	6/13/19	164		15	17			A30								Cortro				32.14	33.99	234	Fledged	M19N234	190332			
P19N238	no	281128723	TRES	Ithaca	Unit_2	103	2019	Nestling	Unknown	Color_Stressor	Control_Control	6/13/19	164		15	16.5			A30								Cortro				52.16	55.17	170	Fledged	M19N235	190334			
P19N239	no	281128725	TRES	Ithaca	Unit_2	103	2019	Nestling	Unknown	Color_Stressor	Control_Control	6/13/19	164		15	17			A30								Cortro				29.76	31.48		Fledged	M19N237	190336			
P19N240	no	281128722	TRES	Ithaca	Unit_2	103	2019	Nestling	Unknown	Color_Stressor	Control_Control	6/13/19	164		15	15.5			A30								Cortro				15.17	16.05	225	Fledged		190333			
P19N269	no	278171895	TRES	Ithaca	Unit_2	121	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/15/19	166		15	15.25			A30								Cortro	5.5			24.6	26.02	247	Fledged		190404			
P19N270	no	278171884	TRES	Ithaca	Unit_2	68	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/15/19	166		15	16.5			A30								Cortro	5.5			10.4	11	209	Fledged	M19N245	190408			Microb not fully inserted
P19N271	no	278171885	TRES	Ithaca	Unit_2	68	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/15/19	166		15	18.5			A30								Cortro	5.5			37.62	39.79	211	Fledged	M19N246	190409			
P19N282	no	278172268	TRES	Ithaca	Unit_2	120	2019	Nestling	Unknown	Color_Stressor	Control_Control	6/16/19	167		15	17			A30								Cortro				43.33	45.83	180	Fledged	M19N250	190458			
P19N283	no	281128731	TRES	Ithaca	Unit_2	80	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/16/19	167		15	13.25			A30								Cortro				24.54	25.95	178	Died	M19N262	190470			
P19N284	no	281128737	TRES	Ithaca	Unit_2	39	2019	Nestling	Unknown	Color_Stressor	Control_Control	6/16/19	167		15	17.5			A30								Cortro				21.98	23.25	217	Fledged	M19N264	190472			
P19N285	no	281128739	TRES	Ithaca	Unit_2	39	2019	Nestling	Unknown	Color_Stressor	Control_Control	6/16/19	167		15	17			A30								Cortro				19.93	21.08	182	Fledged	M19N266	190474			
P19N286	no	278171889	TRES	Ithaca	Unit_2	109	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/16/19	167		15	15			A30								Cortro				53.38	56.45	157	Fledged	M19N255	190463			
P19N287	no	281128733	TRES	Ithaca	Unit_2	20	2019	Nestling	Unknown	Color_Stressor	Control_Control	6/16/19	167		15	17.25			A30								Cortro				30.36	32.12	214	Fledged	M19N269	190477			
P19N325	no	278172277	TRES	Ithaca	Unit_2	116	2019	Nestling	Unknown			6/17/19	168		15	17.25			A30								Cortro				9.89	10.46	277	Fledged	M19N289	190540			
P19N326	no	278172279	TRES	Ithaca	Unit_2	116	2019	Nestling	Unknown			6/17/19	168		15	17			A30								Dex				14.07	14.89	216	Fledged	M19N291	190542			Microb not fully inserted
P19N327	no	278172280	TRES	Ithaca	Unit_2	116	2019	Nestling	Unknown			6/17/19	168		15	16			A30								Cortro				28.99	30.67	254	Fledged	M19N292	190543			
P19N342	no	278172305	TRES	Ithaca	Unit_2	94	2019	Nestling	Unknown	Color_Stressor	Predator_Control	6/18/19	169		15	14.25			A30								Cortro	5.5			27.99	29.61	230	Died		190566			
P19N380	no	281128502	TRES	Ithaca	Unit_2	41	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	6/20/19	171		15	18.5			A30								Cortro				39.44	41.71	178	Fledged	M19N307	190645			
P19N381	no	281128503	TRES	Ithaca	Unit_2	41	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	6/20/19	171		15	18.75			A30								Cortro				21.08	22.3	183	Fledged	M19N308	190646			
P19N382	no	281128504	TRES	Ithaca	Unit_2	41	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	6/20/19	171		15	17.5			A30								Cortro				29.72	31.44	237	Fledged	M19N309	190647			
P19N383	no	281128808	TRES	Ithaca	Unit_2	75	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/20/19	171		15	14			A30								Cortro				36.47	38.58	199	Fledged	M19N311	190649			
P19N384	no	281128809	TRES	Ithaca	Unit_2	75	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/20/19	171		15	14.5			A30								Cortro				12.74	13.48	187	Fledged	M19N312	190650			
P19N385	no	281128810	TRES	Ithaca	Unit_2	75	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/20/19	171		15	16.25			A30								Cortro				17.19	18.19	171	Fledged	M19N313	190651			
P19N408	no	281128748	TRES	Ithaca	Unit_2	29	2019	Nestling	Unknown	Color_Stressor	Predator_Control	6/21/19	172		15	17.5			A30								Cortro	5.5			31.3	33.1	209	Fledged	M19N322	190707			
P19N409	no	281128749	TRES	Ithaca	Unit_2	29	2019	Nestling	Unknown	Color_Stressor	Predator_Control	6/21/19	172		15	18			A30								Cortro	5.5			33.32	35.24	267	Fledged	M19N323	190708			
P19N410	no	281128750	TRES	Ithaca	Unit_2	29	2019	Nestling	Unknown	Color_Stressor	Predator_Control	6/21/19	172		15	18			A30								Cortro	5.5			22.31	23.6	200	Fledged	M19N324	190709			
P19N411	no	281128507	TRES	Ithaca	Unit_2	3	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/21/19	172		15	19.5			A30								Cortro				22.13	23.41	208	Fledged	M19N331	190716			
P19N412	no	281128508	TRES	Ithaca	Unit_2	3	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/21/19	172		15	16.25			A30								Cortro				33.83	35.78	208	Fledged	M19N332	190717			
P19N413	no	281128509	TRES	Ithaca	Unit_2	3	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/21/19	172		15	14.75			A30								Cortro				24.74	26.16	149	Fledged	M19N333	190718			
P19N450	no	281128752	TRES	Ithaca	Unit_2	62	2019	Nestling	Unknown	Color_Stressor	Control_Control	6/23/19	174		15	15.25			A30								Cortro	5.5			47.97	50.73	369	Fledged	M19N335	190783			
P19N451	no	281128753	TRES	Ithaca	Unit_2	62	2019	Nestling	Unknown	Color_Stressor	Control_Control	6/23/19	174		15	17			A30								Cortro	5.5			15.46	16.35	199	Fledged	M19N336	190784			
P19N452	no	281128754	TRES	Ithaca	Unit_2	62	2019	Nestling	Unknown	Color_Stressor	Control_Control	6/23/19	174		15	13.5			A30								Cortro				18.81	19.89	230	Fledged	M19N337	190785			
P19N453	no	281128756	TRES	Ithaca	Unit_2	105	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	6/23/19	174		15	15			A30								Cortro	5.5			30.3	32.04	181	Fledged	M19N339	190787			
P19N454	no	281128757	TRES	Ithaca	Unit_2	105	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	6/23/19	174		15	20.5			A30								Cortro	5.5			18.13	19.18	250	Fledged	M19N340	190788			
P19N456	no	281128766	TRES	Ithaca	Unit_2	9	2019	Nestling	Unknown	Color_Stressor	Predator_Dull	6/24/19	175		15	15.5			A30								Cortro	5.5			41.23	43.61	278	Fledged	M19N343	190792			
P19N457	no	281128760	TRES	Ithaca	Unit_2	57	2019	Nestling	Unknown	Color_Stressor	Predator_Control	6/24/19	175		15	16.5			A30								Cortro	5.5			39.5	41.78	242	Died	M19N345	190794			Post injection bleed time on the binder is wrong
P19N458	no	281128763	TRES	Ithaca	Unit_2	57	2019	Nestling	Unknown	Color_Stressor	Predator_Control	6/24/19	175		15	14.5			A30								Cortro	5.5			57.27	60.57	256	Died	M19N346	190796			Post injection bleed time on the binder is wrong
P19N459	no	281128764	TRES	Ithaca	Unit_2	57	2019	Nestling	Unknown	Color_Stressor	Predator_Control	6/24/19	175		15	14.5			A30								Cortro	5.5			51.08	54.03	289	Died	M19N347	190797			Post injection bleed time on the binder is wrong
P19N469	no	281128443	TRES	Ithaca	Unit_2	54	2019	Nestling	Unknown	Color_Stressor	Predator_Control	6/25/19	176		15	15			A30								Cortro	5.5			50.3	53.2	243	Fledged	M19N357	190821			
P19N470	no	281128444	TRES	Ithaca	Unit_2	54	2019	Nestling	Unknown	Color_Stressor	Predator_Control	6/25/19	176		15	16			A30								Cortro	5.5			33.99	35.95	207	Fledged	M19N358	190822			
P19N471	no	281128438	TRES	Ithaca	Unit_2	31	2019	Nestling	Unknown	Color_Stressor	Control_Control	6/25/19	176		15	18.75			A30								Cortro				33.01	34.91	259	Fledged	M19N361	190825			
P19N472	no	281128525	TRES	Ithaca	Unit_2	78	2019	Nestling	Unknown	Color_Stressor	Predator_Control	6/25/19	176		15	20			A30								Cortro	5.5			34.85	36.86	190	Fledged	M19N365	190829			
P19N473	no	281128526	TRES	Ithaca	Unit_2	78	2019	Nestling	Unknown	Color_Stressor	Predator_Control	6/25/19	176		15	18.25			A30								Cortro	5.5			25.76	27.25	196	Fledged	M19N366	190830			
P19N474	no	281128529	TRES	Ithaca	Unit_2	85	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/25/19	176		15	15			A30								Cortro	5.5			13.08	13.84	158	Fledged	M19N369	190833			
P19N475	no	281128531	TRES	Ithaca	Unit_2	85	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/25/19	176		15	19.25			A30								Cortro	5.5			17.98	19.02	227	Fledged	M19N371	190835			
P19N476	no	281128532	TRES	Ithaca	Unit_2	99	2019	Nestling	Unknown	Color_Stressor	Control_Control	6/25/19	176		15	18.5			A30								Cortro	5.5			29.47	31.17	185	Died	M19N372	190836			Fecal sample number was originally recorded 100 lower than it should have been.
P19N477	no	281128533	TRES	Ithaca	Unit_2	99	2019	Nestling	Unknown	Color_Stressor	Control_Control	6/25/19	176		15	17			A30								Cortro	5.5			37.99	40.18	208	Died	M19N373	190837			Fecal sample number was originally recorded 100 lower than it should have been.
P19N488	no	281128768	TRES	Ithaca	Unit_2	34	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/27/19	178		15	19.25			A30								Cortro				34.53	36.52	188	Died	M19N377	190854			Fecal sample should be +100 and tube is mislabeled as -100.
P19N489	no	281128769	TRES	Ithaca	Unit_2	34	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/27/19	178		15	16.75			A30								Cortro				30.59	32.35		Fledged	M19N378	190855			Fecal sample should be +100 and tube is mislabeled as -100.
P19N490	no	281128770	TRES	Ithaca	Unit_2	34	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/27/19	178		15	20			A30								Cortro				49.89	52.77	247	Fledged	M19N379	190856			Fecal sample should be +100 and tube is mislabeled as -100.
P19N491	no	281128771	TRES	Ithaca	Unit_2	34	2019	Nestling	Unknown	Color_Stressor	Control_Dull	6/27/19	178		15	16.5			A30								Cortro				37.79	39.97	290	Fledged	M19N380	190857			Fecal sample should be +100 and tube is mislabeled as -100.
P19N492	no	278172292	TRES	Ithaca	Unit_2	72	2019	Nestling	Unknown	Color_Stressor	Predator_Control	6/28/19	179		15	17.75			A30								Cortro				19.94	21.09	289	Fledged	M19N384	190861			Fecal sample should be +100 and tube is mislabeled as -100.
P19N493	no	278172293	TRES	Ithaca	Unit_2	72	2019	Nestling	Unknown	Color_Stressor	Predator_Control	6/28/19	179		15	18			A30								Cortro				29.04	30.72	276	Fledged	M19N385	190862			"Fecal sample should be +100 and tube is mislabeled as -100. Plasma number recorded wrong, confirm on hard copy plasma log if any discrepency"
P19N512	no	281128774	TRES	Ithaca	Unit_2	119	2019	Nestling	Unknown			7/7/19	188		15	18			A30								Cortro				23.31	24.66	206	Fledged	M19N393	190897			Fecal sample should be +100 and tube is mislabeled as -100.
P19N513	no	281128775	TRES	Ithaca	Unit_2	112	2019	Nestling	Unknown			7/7/19	188		15	19			A30								Cortro				19.47	20.59	239	Died	M19N394	190898			Fecal sample should be +100 and tube is mislabeled as -100.
P19N514	no	281128776	TRES	Ithaca	Unit_2	119	2019	Nestling	Unknown			7/7/19	188		15	18			A30								Dex				13.81	14.61	283	Fledged	M19N395	190899			Fecal sample should be +100 and tube is mislabeled as -100.
P19N515	no	281128780	TRES	Ithaca	Unit_2	50	2019	Nestling	Unknown			7/8/19	189		15	16			A30								Dex				37.29	39.44	264	Fledged	M19N397	190901			Fecal sample should be +100 and tube is mislabeled as -100.
P19N516	no	281128781	TRES	Ithaca	Unit_2	50	2019	Nestling	Unknown			7/8/19	189		15	19.5			A30								Dex				20.85	22.06	235	Fledged	M19N398	190902			Fecal sample should be +100 and tube is mislabeled as -100.
P20N156	no	281174217	TRES	Ithaca	Unit_4	72	2020	Adult	M	CortMovement	Mate_Control	6/13/20	165	1	AHY	19	28.8	117	B_S																	200220	B20N015		
P19N215	no	278172301	TRES	Ithaca	Unit_4	80	2019	Adult	M	Light	Mate_Light	6/12/19	163	1	AHY	20.5	29.3	122	B_S_D	0.74	0.79															190284			
P19N268	no	240134830	TRES	Ithaca	Unit_4	93	2019	Adult	M	Light	Mate_Light	6/15/19	166	1	AHY	19.5	28.2	119	B_S_D	1.51	1.6															190403			
P19N366	no	278172459	TRES	Ithaca	Unit_4	61	2019	Adult	M	Light	Mate_Light_Control	6/19/19	170	1	AHY	20	28.3	117	B_S	5.36	5.67															190623			
P20N013	yes	281174201	TRES	Ithaca	Unit_4	13	2020	Adult	F	CortMovement	Control	5/27/20	148	1	ASY	23.5	28.8	116	B_S_D	0.95	1.01			41.15	43.87		Dex	11			12.82	13.67			M20N019	200023		19552A3390	
P20N036	yes	281174902	TRES	Ithaca	Unit_4	6	2020	Adult	F	CortMovement	Control	5/30/20	151	1	ASY	23.5	28.5	115	B_S_D	7.4	7.89			48.72	51.94		Dex	11			34.52	36.79			M20N048	200052		553478347E	
P20N037	yes	281174204	TRES	Ithaca	Unit_4	63	2020	Adult	F	CortMovement	Cort	5/30/20	151	1	ASY	24	28.7	119	B_S_D	1.73	1.85			62.52	66.64		Dex	11			28.67	30.57			M20N049	200053		2A522D66D2	Life tag and PIT tag had fallen off by second capture
P20N038	yes	235120646	TRES	Ithaca	Unit_4	97	2020	Adult	F	CortMovement	Control	5/30/20	151	1	ASY	23.5	27.8	125	B_S_D	3.11	3.32			46.29	49.34		Dex	10			13.59	14.49			M20N050	200054		34782A2D28	I'm pretty sure this isn't one of our bands. It maybe was banded by someone else at a different location??
P20N039	yes	278172408	TRES	Ithaca	Unit_4	89	2020	Adult	F	CortMovement	Cort	5/30/20	151	1	ASY	22.5	27.4	116	B_S_D	0.6	0.64			33.65	35.87		Dex	6			5.15	5.49			M20N051	200055		55556678B2	"This bird had a different life tag with PIT tag, plus a different PIT tag in previous year(s)"
P20N054	yes	278172156	TRES	Ithaca	Unit_4	65	2020	Adult	F	CortMovement	Cort	6/1/20	153	1	ASY	19	29	116	B_S_D	1.23	1.31			36.63	39.05		Dex	8.5			11.26	12			M20N079	200083		52526678C6	Old PIT tag was removed to put on life tag
P20N055	yes	278172147	TRES	Ithaca	Unit_4	72	2020	Adult	F	CortMovement	Control	6/1/20	153	1	ASY	22	28.5	117	B_S_D	2.25	2.41			51.56	54.96		Dex	10			20.41	21.76			M20N080	200084		19344B4BB1	Old pit tag was removed to put on life tag
P20N060	yes	281174209	TRES	Ithaca	Unit_4	16	2020	Adult	F	CortMovement	Cort	6/2/20	154	1	ASY	22	28.4	118	B_S_D	3.39	3.61			100.32	106.93		Dex	10			23.58	25.14			M20N085	200089		557820335A	
P20N071	yes	278172411	TRES	Ithaca	Unit_4	91	2020	Adult	F	CortMovement	Control	6/3/20	155	1	ASY	25.25	28.9	115	B_S_D	0.84	0.9			46.3	49.35		Dex	11.5							M20N097	200101		5555196689	Couldn't get dex sample because of hematomas
P20N082	yes	281174212	TRES	Ithaca	Unit_4	105	2020	Adult	F	CortMovement	Cort	6/5/20	157	1	ASY	22	27.8	114	B_S_D	2.71	2.89			21	22.39		Dex	10			11.55	12.31			M20N111	200118		194BZD3460	
P20N096	yes	281128402	TRES	Ithaca	Unit_4	101	2020	Adult	F	CortMovement	Cort	6/6/20	158	1	ASY	22.5	28.5	122	B_S_D	0.83	0.89			19.52	20.82		Dex	10.5			5.55	5.92			M20N122	200133		34784B1E51	Old PIT tag removed to put on life tag mass taken without old PIT tag
P20N123	yes	281174201	TRES	Ithaca	Unit_4	13	2020	Adult	F	CortMovement	Control	6/10/20	162	2	ASY	18.5	28.7	114	B_S	2.43	2.59			77.47	82.58										M20N148	200169		19552A3390	
P20N150	yes	281174204	TRES	Ithaca	Unit_4	63	2020	Adult	F	CortMovement	Cort	6/12/20	164	2	ASY	19.25	28.9	118	B_S	79.67	84.92			113.33	120.79										M20N174	200214	B20N013		Life tag had fallen off
P20N151	yes	235120646	TRES	Ithaca	Unit_4	97	2020	Adult	F	CortMovement	Control	6/12/20	164	2	ASY	20.75	29	125	B_S	1.79	1.92			26.33	28.07										M20N175	200215		3478ZA2D28	
P20N155	yes	278172147	TRES	Ithaca	Unit_4	72	2020	Adult	F	CortMovement	Control	6/13/20	165	2	ASY	20.5	28.4	117	B_S	5.04	5.37			19.59	20.88										M20N178	200219		19344B4BB1	
P20N157	yes	278172408	TRES	Ithaca	Unit_4	89	2020	Adult	F	CortMovemnt	Cort	6/13/20	165	2	ASY	19	28.2	117	B_S	203.86	217.29			241.41	257.31										M20N179	200221	B20N016	55556678B2	
P20N166	yes	281174902	TRES	Ithaca	Unit_4	6	2020	Adult	F	CortMovement	Control	6/14/20	166	2	ASY	19.75	28	116	B_S	0.53	0.57			43.01	45.87										M20N186	200234		553478347E	
P20N171	yes	278172156	TRES	Ithaca	Unit_4	65	2020	Adult	F	CortMovement	Cort	6/15/20	167	2	ASY	18.25	28.4	116	B_S	5.22	5.57			108.32	115.46										M20N189	200240		52526678C6	glue added to life tag
P20N175	yes	281174209	TRES	Ithaca	Unit_4	16	2020	Adult	F	CortMovement	Cort	6/16/20	168	2	ASY	20.25	28.4	119	B_S	65.11	69.4			203.3	216.7										M20N193	200248		557820335A	
P20N180	yes	281174212	TRES	Ithaca	Unit_4	105	2020	Adult	F	CortMovement	Cort	6/18/20	170	2	ASY	18.5	27.4	117	B_S	17.3	18.44			64.86	69.13										M20N197	200270	B20N024	194BZD3460	
P20N185	yes	281128402	TRES	Ithaca	Unit_4	101	2020	Adult	F	CortMovement	Cort	6/19/20	171	2	ASY	18.75	28.2	122	B_S	69.5	74.08			37.68	40.17										M20N202	200298	B20N026	34784B1E5	Swab hit tail on way out of bird
	yes	263114113	TRES	Ithaca	Unit_4	94	2019	Adult	F	Light	Light_Control	6/10/19	161	3	ASY	21			B_S	0.34	0.47															190240		61341E4C	
	yes	272107803	TRES	Ithaca	Unit_4	87	2019	Adult	F	Light	Light	6/13/19	164	3	ASY																					190317			"6/8: Life tag fell off during midnight capture, reglued on
6/13: No life tag and feathers missing, so couldn't reglue. Put new PIT tag on leg, so new RFID on 6/13"
	yes	278172402	TRES	Ithaca	Unit_4	78	2019	Adult	F	Light	Light_Control	5/28/19	148	1	ASY	26	28.2	121	B_S_D	1.47	1.56			27.93	29.54		Dex	12			6.32	6.69			M19N046	190050		61614C2A	"Ibutton was not collected, egg photo"
	yes	278172407	TRES	Ithaca	Unit_4	71	2019	Adult	F	Light	Light_Control	6/1/19	152	1	ASY	24.25	28.4	119	B_S_D	1.17	1.23			30.64	32.4		Dex	11			11.63	12.3			M19N102	190109		61335278	
	yes	278172407	TRES	Ithaca	Unit_4	71	2019	Adult	F	Light	Light_Control	6/14/19	165	3	ASY	20			B_S_D	2.13	2.25															190374		61335278	
	yes	278172411	TRES	Ithaca	Unit_4	84	2019	Adult	F	Light	Light_Control	6/21/19	172	3	ASY	20.25				6.44	6.81															190706			Added glue to PIT tag on 3rd capture.
P19N023	yes	263114113	TRES	Ithaca	Unit_4	94	2019	Adult	F	Light	Light_Control	5/26/19	146	1	ASY	24	28.1	118	B_S_D	0	0.47			25.51	26.97		Dex	11			8.38	8.86			M19N026	190030		61341E4C	Old PIT tag removed to put on life tag. Microbiome swab not inserted fully.
P19N024	yes	240134898	TRES	Ithaca	Unit_4	97	2019	Adult	F	Light	Light	5/26/19	146	1	ASY	24.5	27.5	113	B_S_D	2.41	2.55			42.66	45.11		Dex	11.5			15.44	16.32			M19N027	190031		61336119	Old PIT tag removed to put on life tag with glued new PIT tag.
P19N040	yes	272107599	TRES	Ithaca	Unit_4	80	2019	Adult	F	Light	Light	5/28/19	148	1	ASY	25	27.4	121	B_S_D	0.79	0.83			85.56	90.48		Dex	11.5			23.22	24.56			M19N047	190051		61342D00	"Ibutton, egg photo"
P19N065	yes	272107803	TRES	Ithaca	Unit_4	87	2019	Adult	F	Light	Light	5/30/19	150	1	ASY	23	28.2	115	B_S_D	0.01	0.47			41.95	44.37		Dex	10.5			17.72	18.74			M19N077	190084		61335207	"ibutton, egg photo"
P19N066	yes	235120680	TRES	Ithaca	Unit_4	93	2019	Adult	F	Light	Light	5/30/19	150	1	ASY	24	27.7	116	B_S_D	0	0.47			38.42	40.63		Dex	11			10.57	11.18			M19N078	190085		61346166	"ibutton: C4621, egg photo"
P19N087	yes	278172409	TRES	Ithaca	Unit_4	7	2019	Adult	F	Light	Light_Control	6/1/19	152	1	ASY	23	28.4	113	B_S_D	0.15	0.47			80.99	85.65		Dex	10.5			13.82	14.61			M19N100	190107		6133002A	
P19N100	yes	278172411	TRES	Ithaca	Unit_4	84	2019	Adult	F	Light	Light_Control	6/3/19	154	1	ASY	24.5	27.6	115	B_S_D	3.72	3.94			87.28	92.31		Dex	11.5							M19N115	190123		61346152	"No blood taken for Dex.
Ibutton: Yes
Egg photo: Yes
Poxy toe: Yes"
P19N101	yes	278172410	TRES	Ithaca	Unit_4	95	2019	Adult	F	Light	Light	6/3/19	154	1	ASY	23.5	27.9	110	B_S_D	2.22	2.34			54.93	58.09		Dex	11			18.4	19.46			M19N116	190124		61614B55	
P19N213	yes	278172402	TRES	Ithaca	Unit_4	78	2019	Adult	F	Light	Light_Control	6/12/19	163	3	ASY	21.75			B_S_D	0.77	0.82															190282			
P19N214	yes	272107599	TRES	Ithaca	Unit_4	80	2019	Adult	F	Light	Light	6/12/19	163	3	ASY	19.5			B_S_D	3.62	3.83															190283			
P19N267	yes	235120680	TRES	Ithaca	Unit_4	93	2019	Adult	F	Light	Light	6/15/19	166	3	ASY	19.5				1.06	1.12															190402			"Female third capture life tag gone, bare patch of skin plus mass made reattachment impossble. Attached pit tag to leg"
P19N323	yes	278172410	TRES	Ithaca	Unit_4	95	2019	Adult	F	Light	Light	6/17/19	168	3	ASY	19			M	0	0.47															190533		61340052	New life tag and PIT were put @midnight
	yes	281174202	TRES	Ithaca	Unit_4	3	2020	Adult	F	CortMovement	Cort	5/27/20	148	1	SY	21.75	28.3	116	B_S_D	0.88	0.95			18.53	19.76		Dex	10			12.14	12.94			M20N018	200022		ZD782D4CAZ	
P20N049	yes	281174207	TRES	Ithaca	Unit_4	11	2020	Adult	F	CortMovement	Cort	5/31/20	152	1	SY	23	28.1	114	B_S_D	0.99	1.06			31.52	33.6		Dex	10.5			12.22	13.03			M20N070	200074		071E4C33D2	
P20N094	yes	281174905	TRES	Ithaca	Unit_4	20	2020	Adult	F	CortMovement	Control	6/6/20	158	1	SY	23.25	28.6	114	B_S_D	0.91	0.97			10.28	10.96		Dex	10.5			6.71	7.16			M20N120	200131		19664B6195	
P20N095	yes	281174213	TRES	Ithaca	Unit_4	78	2020	Adult	F	CortMovement	Cort	6/6/20	158	1	SY	22.25	29	114	B_S_D	0.39	0.48			8.8	9.38		Dex	10			7.52	8.02			M20N121	200132		6607072A8A	
P20N122	yes	281174202	TRES	Ithaca	Unit_4	3	2020	Adult	F	CortMovement	Cort	6/10/20	162	2	SY	19	28.7	116	B_S	88.16	93.97			128.28	136.73										M20N147	200168		ZD782D4CAZ	
P20N187	yes	281174213	TRES	Ithaca	Unit_4	78	2020	Adult	F	CortMovement	Cort	6/20/20	172	2	SY	18	28.2	116	B_S	132.31	141.03														M20N204	200316		6607072A8A	escaped from bag through hole before stress bleed
	yes	278172406	TRES	Ithaca	Unit_4	18	2019	Adult	F	Light	Light	6/14/19	165	3	SY	19.5			B_S_D	0.22	0.47															190373		61340078	
	yes	278172408	TRES	Ithaca	Unit_4	12	2019	Adult	F	Light	Light	6/1/19	152	1	SY	21	27.3	116	B_S_D	0.26	0.47			29.62	31.32		Dex	9.5			7.36	7.78			M19N103	190110		6134007F	
	yes	278172408	TRES	Ithaca	Unit_4	12	2019	Adult	F	Light	Light	6/15/19	166	3	SY	18.5			B_S_D	0.59	0.62															190401		6134007F	
P19N088	yes	278172406	TRES	Ithaca	Unit_4	18	2019	Adult	F	Light	Light	6/1/19	152	1	SY	23.5	27.2	115	B_S_D	1.03	1.09			63.97	67.66		Dex	10.75			10.51	11.12			M19N101	190108		61340078	Toe fell off in bag due to Pox
P19N124	yes	278172412	TRES	Ithaca	Unit_4	61	2019	Adult	F	Light	Light_Control	6/5/19	156	1	SY	22.25	29.2	114	B_S_D	3.04	3.21			44.11	46.65		Dex	10			23.2	24.54			M19N153	190161		61344B34	Egg Photo: N
